"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2016-05-31","gorod Sankt-Peterburg","Центральный","Марата ул., 18","Mayakovskaya",490,"2",60000,"","","Kirpichnyi",,60,30,,"","","Est'","Est'","","est'",59.928379,30.354451,
"2017-07-14","gorod Sankt-Peterburg","Невский","Чудновского ул., 13","Bol'shevikov pr.",990,"1",18000,"11 mes.","","137 seriya",39,18,10,15,"16","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",59.92787,30.474793,1986
"2016-09-01","gorod Sankt-Peterburg","Василеостровский","27-я Линия, 16","Vasileostrovskaya",1750,"2",75000,"","","Kirp.Monolit",75,29,11,12,"18","Est'","","","Proizveden","",59.932255,30.254444,
"2015-03-18","gorod Sankt-Peterburg","Московский","Варшавская ул. 16","Elektrosila",390,"6",150000,"","","",252,,,7,"7","Net","Sbornaya Sovr.","","","",,,
"2017-01-29","gorod Sankt-Peterburg","Петроградский","Медиков пр., 10","Petrogradskaya",1070,"2",55000,"","","Kirp.Monolit",70,36,12,9,"13","Est'","","","Proizveden","Lodjiya",59.975805,30.3168391,
"2016-08-17","gorod Sankt-Peterburg","Московский","Пулковская ул., 8","Zvezdnaya",50,"1",22000,"1 mes.","","Monolit",39,19,,15,"17","Net","","","","",59.838023,30.35216,
"2016-09-17","gorod Sankt-Peterburg","Фрунзенский","Будапештская ул., 38к3","Mejdunarodnaya",990,"2",22000,"12 mes.","Da","Panel'nyi",48,30,8,7,"9","Est'","Minimum","","Proizveden","Zasteklennaya lodjiya",59.861301,30.3792535,
"2017-01-18","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 11к1","Vosstaniya pl.",1140,"2",65000,"11 mes.","","Kirpichnyi",72,42,15,9,"10","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.922878,30.371222,
"2017-06-03","gorod Sankt-Peterburg","Центральный","Конная ул., 28","A.Hevskogo pl.",30,"3",60000,"11 mes.","","Panel'nyi",80,48,14,3,"5","Net","","","","Net",59.92777,30.3785649,
"2017-06-28","gorod Sankt-Peterburg","Московский","Юрия Гагарина пр., 18к1","Moskovskaya",1510,"1",22000,"11 mes.","","Kirpichnyi",32,16,8,8,"9","Est'","Garnit+kuh.nab.","Otdel'naya","Evrostandart","Net",59.859584,30.3385081,
"2017-04-04","gorod Sankt-Peterburg","Адмиралтейский","Грибоедова кан. наб., 174","Baltiiskaya",1510,"1",35000,"","","Kirpichnyi",25,10,8,3,"3","Net","Sbor.+kuh.garn.","","Proizveden","",59.917952,30.2829376,
"2016-04-03","gorod Sankt-Peterburg","Центральный","Старорусская ул. 5","Primorskaya",8550,"2",50000,"","","",55,33,11,6,"6","Net","Net","","","",59.932433,30.3843574,
"2016-12-06","gorod Sankt-Peterburg","Калининский","Карпинского ул., 21","Akademicheskaya",810,"3",22000,"","","Panel'nyi",60,47,7,4,"5","Net","Sbor.+kuh.garn.","","","Net",60.007629,30.4269462,
"2017-01-28","gorod Sankt-Peterburg","Выборгский","Северный пр., 26к2","Ozerki",770,"1",40000,"","","Monolit",45,20,15,6,"12","Net","Sbor.+kuh.garn.","","Proizveden","Zasteklennaya lodjiya",60.032987,30.352852,
"2016-12-26","gorod Sankt-Peterburg","Василеостровский","Смоленки реки наб., 35к1А","Vasileostrovskaya",1570,"3",75000,"11 mes.","","Monolit",95,54,9,8,"13","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.948163,30.252285,
"2017-06-02","gorod Sankt-Peterburg","Василеостровский","Морская наб., 15","Primorskaya",1600,"1",29000,"6 mes.","","Kirpichnyi",37,19,8,4,"13","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.941472,30.2093767,
"2017-02-27","gorod Sankt-Peterburg","Петроградский","Пушкарский пер., 9","Gor'kovskaya",620,"2",150000,"","","Kirp.Monolit",98,70,6,2,"8","Est'","","","Proizveden","Lodjiya",59.959278,30.309535,
"2015-05-18","gorod Sankt-Peterburg","Центральный","Воскресенская наб., 4","Chernyshevskaya",1010,"2",70000,"11 mes.","Da","Kirpichnyi",70,45,,7,"10","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",59.950624,30.373348,
"2016-03-02","Leningradskaya oblast'","Всеволожский","р-н Всеволожск г. 8","Vsevolojskaya",2000,"1",14000,"6 mes.","","Blochnyi",39,17,10,12,"14","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Lodjiya",,,
"2017-06-04","gorod Sankt-Peterburg","Невский","Товарищеский пр., 28к1","Dybenko ul.",60,"1",22000,"11 mes.","","Kirpichnyi",40,18,11,9,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.912844,30.4882933,
"2016-09-13","gorod Sankt-Peterburg","Фрунзенский","Славы пр., 23к1","Mejdunarodnaya",1640,"1",21000,"11 mes.","","504 seriya",32,15.2,6.6,9,"9","Est'","Sbornaya 70-80","Otdel'naya","Proizveden","Net",59.855594,30.382731,
"2017-07-23","gorod Sankt-Peterburg","Центральный","Таврическая ул., 31/33","Chernyshevskaya",40,"3",90000,"1 mes.","","Kirpichnyi",105,70,20,5,"6","Est'","","","","",59.945851,30.3784714,
"2017-07-04","gorod Sankt-Peterburg","Василеостровский","Наличная ул., 28","Primorskaya",60,"2",75000,"1 mes.","","Kirpichnyi",88,60,25,12,"12","Est'","","","","Balkon",59.939245,30.2298,
"2017-02-24","gorod Sankt-Peterburg","Василеостровский","Морская наб., 15","Primorskaya",1600,"2",35000,"11 mes.","","Kirpichnyi",65,38,10,4,"12","Est'","Garnitur Sovr.","Poperechnaya","Evrostandart","Balkon",59.941472,30.2093767,
"2016-01-28","gorod Sankt-Peterburg","Приморский","1-я Утиная ул.","Pionerskaya",3490,"2",45000,"12 mes.","","Kirp.Monolit",65,35,15,5,"7","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",,,
"2016-03-25","gorod Sankt-Peterburg","Центральный","Шпалерная ул. 60","Chernyshevskaya",1170,"2",1e+05,"12 mes.","","Kirp.Monolit",100,64,,7,"8","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",,,
"2017-06-28","gorod Sankt-Peterburg","Выборгский","Сикейроса ул., 7","",,"2",27000,"11 mes.","","Korabl'",48,30,6.5,5,"12","Est'","Garnitur Sovr.","Dush","Evrostandart","Balkon",60.03429719,30.32714915,
"2016-08-17","gorod Sankt-Peterburg","Красногвардейский","Индустриальный пр., 12","Ladojskaya",790,"1",19000,"1 mes.","","Monolit",38,19,,17,"22","Net","","","","",59.95192,30.4709448,
"2017-02-10","gorod Sankt-Peterburg","Калининский","Суздальский пр., 83","Grajdanskii pr.",1310,"1",21000,"11 mes.","","Kirpichnyi",39,20,9,3,"14","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",60.045462,30.407182,
"2016-02-06","gorod Sankt-Peterburg","Петроградский","Песочная наб. 40","Krestovskii ostrov",1510,"3",2e+05,"","","",180,105,18,3,"9","Net","Sbornaya Sovr.","","","",,,
"2017-02-14","gorod Sankt-Peterburg","Калининский","Руставели ул., 2к1","Mujestva pl.",870,"1",18000,"6 mes.","","Kirpichnyi",35,19,7,9,"9","Est'","Garnit+kuh.nab.","Sovmeshchennaya","Proizveden","",59.997239,30.4358356,
"2017-06-06","gorod Sankt-Peterburg","Кировский","Маршала Жукова пр., 54к1","Veteranov pr.",200,"2",35000,"11 mes.","","",67,31,14,9,"20","Net","Sbor.+kuh.garn.","","Evrostandart","Balkon",59.840496,30.210756,
"2016-10-10","gorod Sankt-Peterburg","Приморский","Коломяжский пр., 15к1","Pionerskaya",50,"1",17000,"","","Monolit",40,20,10,3,"25","Net","Sbor.+kuh.garn.","","","Lodjiya",59.999791,30.29998,
"2017-07-04","gorod Sankt-Peterburg","Петроградский","Корпусная ул., 9","Chkalovskaya",20,"2",50000,"11 mes.","","Kirp.Monolit",76,37,18,3,"10","Net","","","","Balkon",59.96277,30.2874718,
"2017-04-04","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 13","Vosstaniya pl.",1210,"2",60000,"","","Kirp.Monolit",56,25,,2,"8","Est'","Sbor.+kuh.garn.","","Proizveden","Lodjiya",59.922201,30.371456,
"2014-07-10","gorod Sankt-Peterburg","Выборгский","Учебный пер., 2","Ozerki",40,"2",37000,"","","Kirpichnyi",80,42,14,13,"16","Est'","","","","Balkon",60.039883,30.333888,
"2017-04-29","gorod Sankt-Peterburg","Приморский","Туристская ул., 10к1","Staraya Derevnya",2930,"1   (studiya)",24000,"6 mes.","","Kirp.Monolit",30,30,,12,"17","Est'","Sbor.+kuh.garn.","Dush","Evrostandart","Zasteklennaya lodjiya",59.989576,30.202492,2005
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Большой пр., 20/5","Sportivnaya",10,"3",1e+05,"","","Kirpichnyi",127,43,53,6,"6","Est'","Sbor.+kuh.garn.","","","",59.95584,30.295422,
"2016-11-11","gorod Sankt-Peterburg","Центральный","Чайковского ул., 10","Chernyshevskaya",850,"3",55000,"11 mes.","","Staryi fond s KR",90,53,14,3,"4","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.946825,30.3452286,1857
"2016-11-01","gorod Sankt-Peterburg","Петроградский","Ординарная ул.","Petrogradskaya",290,"1",30000,"12 mes.","Da","Kirpichnyi",35,19,8,2,"6","Net","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","",59.966161,30.3062406,
"2017-03-02","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул., 32к3","Primorskaya",220,"1",28000,"","","",41,20,11,7,"16","Net","Sbor.+kuh.garn.","","Evrostandart","Zasteklennaya lodjiya",59.9533,30.214483,
"2014-04-02","gorod Sankt-Peterburg","Петроградский","Куйбышева ул., 9","Gor'kovskaya",40,"4",70000,"","","Kirpichnyi",120,56,45,4,"5","Est'","","","","Balkon",59.955083,30.3281243,
"2016-08-15","gorod Sankt-Peterburg","Московский","Бассейная ул., 10","Park Pobedy",610,"2",50000,"11 mes.","","Kirp.Monolit",65,35,13,11,"16","Est'","","","","Balkon",59.866423,30.310838,
"2015-11-07","gorod Sankt-Peterburg","Невский","Ворошилова ул., 7к2","Bol'shevikov pr.",1040,"1",16000,"2 mes.","","Monolit",33,18,9,5,"10","Est'","Sbornaya Sovr.","","Ne trebuetsya","",59.922414,30.448782,
"2017-07-04","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул., 44к2","Primorskaya",130,"1",27000,"11 mes.","","Panel'nyi",37,18,7,4,"9","Est'","Sbor.+kuh.garn.","","","",59.958391,30.2293812,
"2016-12-23","gorod Sankt-Peterburg","Московский","Московский пр., 165","Park Pobedy",110,"3",50000,"11 mes.","","Kirpichnyi",91,55,17,6,"6","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Balkon",59.866517,30.319928,
"2017-01-28","gorod Sankt-Peterburg","Пушкинский","р-н Шушары пос. Вилеровский пер., 6","Kupchino",50,"1",18000,"11 mes.","","Monolit",37,14,10,4,"18","Net","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",,,
"2016-06-04","gorod Sankt-Peterburg","Выборгский","Тореза пр., 104","Udel'naya",920,"1",18000,"12 mes.","Da","Kirpichnyi",35,20,7,1,"12","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","",60.020568,30.330317,
"2017-07-04","gorod Sankt-Peterburg","Красносельский","Маршала Захарова ул., 11","Avtovo",4630,"1",18000,"11 mes.","","137 seriya",30,18,7,4,"12","Est'","","","","Balkon",59.855586,30.181704,
"2017-07-05","gorod Sankt-Peterburg","Калининский","Тихорецкий пр., 7","Politehnicheskaya",510,"1",15000,"11 mes.","","Hrushchevka",32,17,7,3,"5","Net","Minimum","Sovmeshchennaya","Proizveden","Net",60.01342,30.369165,1960
"2017-01-26","gorod Sankt-Peterburg","Пушкинский","р-н Павловск г. Березовая ул.","",,"1",16000,"11 mes.","","Kirpichnyi",38,29,8,2,"5","Net","","","Proizveden","Balkon",,,
"2016-02-20","gorod Sankt-Peterburg","Василеостровский","Смоленки р. наб. 35к.1","Primorskaya",1640,"2",47000,"","","",70,30,23,5,"13","Net","Net","","","",,,
"2017-01-16","gorod Sankt-Peterburg","Центральный","Итальянская ул., 16/19","Gostinyi Dvor",20,"3",65000,"","","Kirpichnyi",70,64,1,3,"5","Est'","","","","",59.935435,30.342916,
"2016-03-01","gorod Sankt-Peterburg","Приморский","Комендантский пр. 22","Komendantskii pr.",510,"2",32000,"12 mes.","","137 seriya",,31,9,5,"9","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",,,
"2016-04-26","gorod Sankt-Peterburg","Петроградский","Аптекарский пр. 16","",,"2",86000,"","","",71,,,5,"10","Net","Sbornaya Sovr.","","","",59.973227,30.3198362,
"2016-11-25","gorod Sankt-Peterburg","Московский","Орджоникидзе ул., 52","Zvezdnaya",1220,"1 (studiya)",21000,"11 mes.","Da","Kirp.Monolit",30,18,,12,"25","Est'","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","Zasteklennaya lodjiya",59.84345,30.357554,
"2015-10-07","gorod Sankt-Peterburg","Василеостровский","Морская наб. 37к.1","Primorskaya",1380,"4",1e+05,"","","",180,,,16,"16","Net","Sbornaya Sovr.","","","",,,
"2017-06-04","gorod Sankt-Peterburg","Приморский","Королёва пр., 48к4","Komendantskii pr.",750,"3",35000,"11 mes.","","Panel'nyi",72,52,10,10,"10","Est'","Sbor.+kuh.garn.","","","",60.023127,30.247536,
"2017-04-04","gorod Sankt-Peterburg","Красногвардейский","Республиканская ул., 24к1стр1","Bol'shevikov pr.",410,"1",50000,"","","Kirpichnyi",38,15,12,2,"13","Est'","Sbor.+kuh.garn.","","","Balkon",59.933718,30.4122152,
"2016-03-24","gorod Sankt-Peterburg","Петроградский","Крестовский пр. 15","Krestovskii ostrov",280,"8",450000,"11 mes.","","Kirp.Monolit",456,251,62,5,"7","Net","","","","Balkon",,,
"2015-12-16","gorod Sankt-Peterburg","Московский","Победы ул. 5","Park Pobedy",600,"3",150000,"12 mes.","","Kirpichnyi",130,81,,7,"14","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",,,
"2017-06-30","gorod Sankt-Peterburg","Московский","Дунайский пр., 14к1","Zvezdnaya",1740,"1",25000,"11 mes.","","Monolit",39,18,9,3,"25","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Net",59.835121,30.3801141,2016
"2017-03-07","gorod Sankt-Peterburg","Приморский","Савушкина ул., 118","Staraya Derevnya",410,"1",29000,"","","Kirpichnyi",40,20,11,7,"12","Net","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.987073,30.212005,
"2017-05-28","gorod Sankt-Peterburg","Московский","Пулковское ш., 26к6","Zvezdnaya",1400,"1",30000,"11 mes.","Da","Monolit",40,20,10,2,"17","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.826204,30.328493,
"2017-07-15","gorod Sankt-Peterburg","Василеостровский","Наличная ул., 3","Primorskaya",80,"1",19000,"11 mes.","","Stalinskii",33,14,9,1,"6","Est'","","Prodol'naya","Proizveden","",59.929951,30.2377865,1953
"2017-06-21","gorod Sankt-Peterburg","Петроградский","Пионерская ул., 16","Chkalovskaya",330,"1   (studiya)",40000,"11 mes.","Da","Kirpichnyi",39,20,7,7,"8","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Evrostandart","Net",59.959046,30.286361,
"2017-06-04","gorod Sankt-Peterburg","Василеостровский","Беринга ул., 27к1","Primorskaya",60,"5",155000,"11 mes.","","Kirpichnyi",245,200,1,23,"24","Est'","Sbor.+kuh.garn.","","","",59.945555,30.236976,
"2017-06-01","gorod Sankt-Peterburg","Красногвардейский","Шаумяна пр., 42","Novocherkasskaya",590,"1",20000,"6 mes.","","Hrushchevka",32,18,7,2,"5","Net","Minimum","Sovmeshchennaya","Proizveden","",59.927153,30.4226006,1961
"2016-11-30","gorod Sankt-Peterburg","Петроградский","Барочная ул.","Petrogradskaya",270,"3",106000,"","","Kirpichnyi",77,55,20,2,"12","Est'","","","","Balkon",59.966352,30.2886951,
"2017-02-22","gorod Sankt-Peterburg","Фрунзенский","Бухарестская ул., 59","Mejdunarodnaya",1700,"4",150000,"11 mes.","","Kirpichnyi",180,105,50,3,"5","Est'","Sbornaya Sovr.","Dush","Evrostandart","Balkon",59.856689,30.3936195,
"2016-04-26","gorod Sankt-Peterburg","Петроградский","Каменноостровский пр. 39","Petrogradskaya",70,"2",45000,"12 mes.","","Staryi fond",60,50,,4,"5","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.967183,30.3109828,
"2016-05-24","gorod Sankt-Peterburg","Выборгский","Учебный пер., 2","Ozerki",740,"3",55000,"","","",,90,57,,"5 kv.m.","","Net","Est'","","est'",60.039883,30.333888,
"2017-03-15","gorod Sankt-Peterburg","Приморский","Лыжный пер., 2","Staraya Derevnya",3080,"2",35000,"11 mes.","","Monolit",70,39,10,19,"22","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.996308,30.201557,2014
"2017-07-06","gorod Sankt-Peterburg","Василеостровский","КИМа пр., 4","Primorskaya",440,"1",22000,"11 mes.","","Kirpichnyi",35,18,7,9,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",59.948911,30.242197,
"2017-06-20","gorod Sankt-Peterburg","Василеостровский","Морская наб., 15","Primorskaya",1600,"1",28000,"11 mes.","","Monolit",37,19,8,4,"13","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.941472,30.2093767,
"2016-06-17","gorod Sankt-Peterburg","Кировский","Автовская ул., 17","Avtovo",500,"3",35000,"14 mes.","","Kirpichnyi",64,43,7,4,"5","Net","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Lodjiya",59.868559,30.2698014,
