"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2014-05-28","gorod Sankt-Peterburg","Красносельский","Кузнецова пр., 10к1","Ligovskii pr.",11140,"3",26000,"11 mes.","","Kirp.Monolit",79,47,14,14,"25","Est'","","","","Balkon",59.862176,30.192979,
"2016-10-17","gorod Sankt-Peterburg","Выборгский","Энгельса пр., 97","Ozerki",1250,"3",70000,"12 mes.","","Kirp.Monolit",100,54,12,16,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",60.025795,30.320458,
"2017-07-18","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 17к3","Vosstaniya pl.",1350,"2",50000,"11 mes.","","Kirp.Monolit",64,38,12,8,"10","Est'","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","Lodjiya",59.92042,30.370063,2016
"2017-07-11","gorod Sankt-Peterburg","Калининский","Вавиловых ул., 4к2","Akademicheskaya",930,"2",22000,"11 mes.","","Monol.Panel'nyi",51,31,6,4,"9","Net","","","","Balkon",60.017763,30.382621,
"2016-11-29","gorod Sankt-Peterburg","Московский","Ленсовета ул., 90","Zvezdnaya",190,"1",30000,"11 mes.","","Blochnyi",46,18,12,10,"17","Net","Sbornaya Sovr.","","Proizveden","",59.832121,30.351647,
"2016-07-29","gorod Sankt-Peterburg","Калининский","Замшина ул., 31","Lenina pl.",3900,"1",18000,"11 mes.","","Kirpichnyi",40,20,8,6,"12","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.981413,30.4083427,
"2016-12-31","gorod Sankt-Peterburg","Василеостровский","Наличная ул.","Primorskaya",20,"2",42000,"","","Kirpichnyi",58,40,11,3,"6","Est'","Sbornaya Sovr.","","","",59.942253,30.2314828,
"2016-05-10","gorod Sankt-Peterburg","Приморский","Ланское ш., 22к5","Chernaya rechka",1720,"1",22000,"11 mes.","Da","Kirpichnyi",36,17,10,3,"6","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Net",59.997976,30.3189042,
"2017-02-26","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер. Строителей пр., 6","Dybenko ul.",230,"1",25000,"","","Kirpichnyi",40,17,11,4,"17","Net","Sbor.+kuh.garn.","","Evrostandart","Net",,,
"2017-06-04","gorod Sankt-Peterburg","Василеостровский","2-я Линия, 27","Vasileostrovskaya",450,"2",60000,"6 mes.","","Monolit",74,45,10,5,"7","Est'","","","","",59.942848,30.2862983,
"2017-05-25","gorod Sankt-Peterburg","Центральный","Восстания ул., 42","Chernyshevskaya",810,"1",55000,"11 mes.","","Kirp.Monolit",40,20,10,5,"8","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Balkon",59.937318,30.3604231,
"2016-08-23","gorod Sankt-Peterburg","Приморский","Поликарпова ал., 8к1","Pionerskaya",90,"1",23000,"1 mes.","","Monolit",42,20,10,6,"9","Net","","","","",60.006371,30.2893183,
"2015-05-22","gorod Sankt-Peterburg","Центральный","Марата ул., 47","Vladimirskaya",400,"3",70000,"11 mes.","Da","Kirp.Monolit",100,60,15,5,"6","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon i lodjiya",59.924221,30.35057,
"2017-07-02","gorod Sankt-Peterburg","Адмиралтейский","Галерная ул., 26","Admiralteiskaya",1420,"2",40000,"11 mes.","","Kirpichnyi",52,33,8,2,"4","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.932108,30.2907845,
"2017-06-04","gorod Sankt-Peterburg","Кировский","Народного Ополчения пр., 167/21","Veteranov pr.",2400,"2",40000,"6 mes.","","Kirpichnyi",67,35,15,1,"10","Net","Sbor.+kuh.garn.","","","",59.825705,30.222327,
"2016-11-01","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул.","Primorskaya",1010,"1",24000,"12 mes.","Da","Kirpichnyi",37,17,13,14,"16","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.94934,30.2162098,
"2017-01-19","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Новая ул., 7к3","Devyatkino",1070,"1",18000,"11 mes.","","Kirpichnyi",38,18,10,11,"24","Est'","","","","Balkon",,,
"2017-07-19","gorod Sankt-Peterburg","Петроградский","Динамовская ул., 2","Krestovskii ostrov",230,"3",140000,"11 mes.","Da","Monolit",148,60,,6,"7","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.973942,30.259562,
"2016-06-23","gorod Sankt-Peterburg","Василеостровский","Беринга ул., 25","Primorskaya",470,"1",30000,"12 mes.","","Kirp.Monolit",45,17,15,10,"16","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.944963,30.23864,
"2017-07-23","gorod Sankt-Peterburg","Калининский","Науки пр., 8","Akademicheskaya",510,"1",24000,"11 mes.","","Kirp.Monolit",43,20,12,12,"16","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",60.015521,30.3887146,
"2017-06-04","gorod Sankt-Peterburg","Василеостровский","14-я Линия, 97Д","Vasileostrovskaya",110,"2",37000,"11 mes.","","Kirpichnyi",98,42,20,5,"6","Net","Sbor.+kuh.garn.","","","Balkon",59.947299,30.2606379,
"2016-02-11","gorod Sankt-Peterburg","Кировский","Краснопутиловская ул. 76","Moskovskaya",2210,"3",50000,"","","",106,68,1,7,"14","Net","Sbornaya Sovr.","","","",,,
"2017-05-24","gorod Sankt-Peterburg","Красногвардейский","Ковалевская ул., 26","Ladojskaya",6360,"1   (studiya)",16000,"11 mes.","","Kirp.Monolit",33,33,6.6,4,"17","Net","","","","",59.977616,30.5092444,
"2017-07-04","gorod Sankt-Peterburg","Фрунзенский","Будапештская ул., 28","Mejdunarodnaya",20,"2",28000,"11 mes.","","Kirpichnyi",50,35,7,4,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.864216,30.3743277,
"2016-02-15","gorod Sankt-Peterburg","Приморский","Фермское ш. 32","Udel'naya",410,"2",40000,"","","",98,50,16,5,"20","Net","Sbornaya Sovr.","","","",,,
"2017-07-04","gorod Sankt-Peterburg","Василеостровский","Наличная ул., 22","Primorskaya",240,"2",30000,"11 mes.","","Kirpichnyi",48,28,8,4,"5","Net","Sbor.+kuh.garn.","","","Balkon",59.937407,30.232885,
"2016-06-16","gorod Sankt-Peterburg","Красносельский","Ленинский пр., 77к2","Veteranov pr.",3660,"1",20000,"","Da","Kirpichnyi",40,18,11,10,"14","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.857812,30.192323,2009
"2017-04-24","gorod Sankt-Peterburg","Московский","5-й Предпортовый пр-д, 1","Moskovskaya",180,"2",40000,"1 mes.","","Monolit",58,32,12,7,"20","Net","Sbor.+kuh.garn.","","Evrostandart","Net",59.840221,30.310218,
"2017-06-04","gorod Sankt-Peterburg","Адмиралтейский","Обводного кан. наб., 108","Frunzenskaya",60,"2",60000,"11 mes.","","Kirp.Monolit",63,35,14,10,"13","Est'","Sbor.+kuh.garn.","","","Balkon",59.907801,30.3139848,
"2016-05-26","gorod Sankt-Peterburg","Московский","Космонавтов пр., 61к1","Zvezdnaya",820,"1",30000,"","","",,40,17,,"0 kv.m.","","Est'","Est'","","est'",59.839679,30.35677,
"2016-11-30","gorod Sankt-Peterburg","Невский","Подвойского ул., 14к1","Bol'shevikov pr.",970,"1",17000,"11 mes.","Da","Kirpichnyi",33,15,,4,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.911213,30.46729,
"2017-06-21","gorod Sankt-Peterburg","Невский","Чудновского ул., 6к2","",,"1",20000,"11 mes.","","Monolit",40,20,10,9,"16","Est'","Garnit+kuh.nab.","Otdel'naya","","Balkon",59.928704,30.479874,
"2017-06-26","gorod Sankt-Peterburg","Красногвардейский","Большеохтинский пр., 22к2","Lenina pl.",3090,"1   (studiya)",16000,"11 mes.","","Kirpichnyi",25,16.5,,4,"7","Net","Minimum","Otdel'naya","Proizveden","Balkon",59.958423,30.4103608,
"2017-06-04","gorod Sankt-Peterburg","Выборгский","Оренбургская ул., 2","Lenina pl.",10,"2",52000,"11 mes.","","Kirp.Monolit",70,43,12,4,"17","Net","Sbor.+kuh.garn.","","","Balkon",59.958263,30.340366,
"2017-07-23","gorod Sankt-Peterburg","Центральный","Фурштатская ул., 62","Chernyshevskaya",410,"1",80000,"11 mes.","","Kirpichnyi",123,17,50,3,"3","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.94536,30.3670708,
"2016-11-30","gorod Sankt-Peterburg","Московский","Дунайский пр., 28к2","Zvezdnaya",60,"2",35000,"","","",67,39,12,4,"17","Net","","","","Lodjiya",59.832858,30.362911,
"2017-07-23","gorod Sankt-Peterburg","Невский","Большевиков пр., 38к2","Dybenko ul.",940,"2",30000,"11 mes.","","Kirpichnyi",76,45,17,7,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.890685,30.4930778,
"2016-12-20","gorod Sankt-Peterburg","Центральный","Малая Садовая ул., 4","Nevskii pr.",0,"2",130000,"","","Kirpichnyi",85,38,17,5,"5","Est'","","","","Balkon",59.935033,30.3389733,
"2013-09-04","gorod Sankt-Peterburg","Приморский","Ланское ш., 14","Chernaya rechka",30,"2",55000,"","","Kirp.Monolit",60,34,12,12,"23","Est'","","","","Balkon",59.993614,30.309531,
"2017-05-01","gorod Sankt-Peterburg","Василеостровский","3-я Линия, 18","Vasileostrovskaya",380,"2",40000,"","","Kirpichnyi",40,25,5,2,"5","Net","Sbor.+kuh.garn.","","","",59.942521,30.2849597,
"2016-02-25","gorod Sankt-Peterburg","Приморский","Малая Десятинная ул. 11а","Pionerskaya",3380,"1",30000,"","","",42,42,8.4,2,"10","Net","Net","","","",,,
"2017-07-22","gorod Sankt-Peterburg","Кировский","Бурцева ул., 24","Veteranov pr.",2210,"1",18000,"11 mes.","","Blochnyi",34,18,7,7,"12","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.838194,30.2113724,
"2017-07-17","gorod Sankt-Peterburg","Калининский","Ушинского ул., 2к1","Grajdanskii pr.",1190,"1",20000,"11 mes.","","Kirpichnyi",43,17,11,2,"16","Est'","Garnitur Sovr.","","","",60.028286,30.401548,2008
"2017-06-04","gorod Sankt-Peterburg","Московский","Московский пр., 73к5","Frunzenskaya",190,"2",55000,"6 mes.","","Monolit",64,33,13,7,"19","Net","","","","",59.905348,30.314655,
"2017-06-18","gorod Sankt-Peterburg","Выборгский","Парголово, Валерия Гаврилина ул., 13к1","Parnas",280,"1",16000,"11 mes.","","",42,17,17,25,"27","Net","Sbor.+kuh.garn.","","Proizveden","Zasteklennaya lodjiya",60.079639,30.33608,
"2017-06-05","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 21","Vosstaniya pl.",320,"1",39000,"11 mes.","","Monolit",44,19,11,9,"9","Net","Sbor.+kuh.garn.","","Evrostandart","Lodjiya",59.921741,30.3737968,
"2017-07-01","gorod Sankt-Peterburg","Кировский","Ветеранов пр., 71к4","Veteranov pr.",1260,"3",25000,"11 mes.","","Kirpichnyi",56,40,7,3,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",59.839681,30.2280762,
"2016-09-29","gorod Sankt-Peterburg","Красногвардейский","Заневский пр., 55","Novocherkasskaya",760,"1",16000,"6 mes.","Da","Kirpichnyi",42,30,10,4,"5","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.930581,30.425633,
"2017-06-28","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Столичная ул., 4","Dybenko ul.",2040,"1",17000,"11 mes.","","Kirp.Monolit",35,15,9,2,"18","Est'","","","","Balkon",,,
"2017-04-21","gorod Sankt-Peterburg","Колпинский","р-н Понтонный пос., Южная ул., 17","Rybackoe",9830,"2",15000,"11 mes.","","Hrushchevka",45,30,,5,"5","Net","Net","","Proizveden","",,,
"2016-09-15","gorod Sankt-Peterburg","Приморский","Шуваловский пр., 84к1","Staraya Derevnya",550,"1",20000,"11 mes.","","Panel'nyi",36,16,10,10,"13","Est'","","Otdel'naya","Proizveden","Balkon",59.998643,30.194164,
"2016-04-08","gorod Sankt-Peterburg","Василеостровский","Новосмоленская наб., 4","Primorskaya",480,"1",25000,"11 mes.","Da","Kirpichnyi",36,19,11,7,"12","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Lodjiya",59.947474,30.226,
"2014-02-26","gorod Sankt-Peterburg","Выборгский","Луначарского пр., 1к1","Ozerki",750,"1",18000,"11 mes.","","137 seriya",40,18,11,7,"12","Est'","","","","Net",60.043601,30.318913,
"2017-06-04","gorod Sankt-Peterburg","Московский","Обводного кан. наб., 110","Frunzenskaya",500,"2",60000,"6 mes.","","Monolit",58,40,10,4,"16","Net","Sbor.+kuh.garn.","","","",59.909415,30.323874,
"2015-11-21","gorod Sankt-Peterburg","Калининский","Комсомола ул. 14к.2","Lenina pl.",580,"3",70000,"","","",80,35,16,8,"8","Net","Net","","","",,,
"2016-06-08","gorod Sankt-Peterburg","Калининский","Непокоренных пр., 74","Mujestva pl.",3740,"2",23000,"11 mes.","","Kirpichnyi",44.5,25.9,7.8,5,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","2 balkona",59.994018,30.432586,
"2017-05-30","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул., 32к3","Primorskaya",1220,"1",40000,"11 mes.","","Individual'nyi proekt",66,21,15,11,"15","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.9533,30.214483,
"2016-05-31","gorod Sankt-Peterburg","Красносельский","Десантников ул., 32к2","Leninskii pr.",3940,"1",18000,"11 mes.","","Kirp.Monolit",32,18,7,9,"9","Net","","","","Balkon",59.848879,30.1992194,
"2017-03-31","gorod Sankt-Peterburg","Приморский","Комендантский пр., 13к1","Komendantskii pr.",90,"1",27500,"11 mes.","","Blochnyi",41.9,15,,17,"17","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Terrasa",60.009308,30.259019,2015
"2016-08-31","gorod Sankt-Peterburg","Выборгский","Парголово, Николая Рубцова ул., 11к1","Parnas",1070,"1",19000,"12 mes.","","Kirp.Monolit",36,16,10,16,"27","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",60.077466,30.338201,
"2017-06-30","gorod Sankt-Peterburg","Калининский","Карпинского ул., 36к7","Akademicheskaya",1490,"1",16000,"11 mes.","","Kirp.Monolit",36,18,6,1,"6","Est'","","","","",60.013683,30.4228217,
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Дивенская ул., 5","Gor'kovskaya",400,"2",65000,"","","Kirp.Monolit",85,35,16,3,"15","Est'","Sbor.+kuh.garn.","","Proizveden","Lodjiya",59.959633,30.321015,
"2016-10-27","gorod Sankt-Peterburg","Московский","Космонавтов пр., 37","Moskovskaya",1710,"2",45000,"12 mes.","","Kirpichnyi",56,30,9,14,"25","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.855043,30.349325,2008
"2017-04-18","Leningradskaya oblast'","Всеволожский","р-н Токсово пос., Привокзальная ул., 20","Devyatkino",1650,"1",18000,"1 mes.","","Kirp.Monolit",62,14,10,6,"6","Est'","","","","",,,
"2016-03-23","gorod Sankt-Peterburg","Выборгский","Боткинская ул. 15","Lenina pl.",230,"3",60000,"12 mes.","","Monol.Panel'nyi",115,72,22,7,"7","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Terrasa",,,
"2016-06-16","Leningradskaya oblast'","Всеволожский","р-н Всеволожск г. Центральная ул., 6","Vsevolojskaya",430,"1",1800,"2 mes.","","Panel'nyi",42,20,10,3,"6","Est'","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","Balkon",59.993302,30.642783,2011
"2016-05-31","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул., 19к1","Primorskaya",1180,"2",45000,"","","Kirpichnyi",,54,32,,"0 kv.m.","","Est'","Est'","","est'",59.942429,30.2170133,
"2017-05-01","gorod Sankt-Peterburg","Приморский","Афанасьевская ул., 6к1","Ozerki",400,"2",35000,"","","Kirp.Monolit",73,29,12,10,"12","Est'","Sbor.+kuh.garn.","","","Balkon",60.032719,30.2982817,
"2017-03-02","gorod Sankt-Peterburg","Невский","Белышева ул., 8к1","Bol'shevikov pr.",1080,"1",23000,"11 mes.","Da","Panel'nyi",40,23,9,1,"9","Net","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","",59.911246,30.4579741,
"2016-10-18","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Охтинская аллея, 4","Devyatkino",430,"1 (studiya)",17000,"12 mes.","Da","Monolit",27,27,,12,"20","Est'","Garnitur Sovr.","Dush","Evrostandart","Zasteklennaya lodjiya",,,
"2017-05-22","gorod Sankt-Peterburg","Выборгский","Руднева ул., 5к1","Ozerki",2280,"3",23000,"11 mes.","","Korabl'",62.4,44,6.3,4,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Ne trebuetsya","Zasteklennaya lodjiya",60.04015,30.362473,1973
"2017-01-20","gorod Sankt-Peterburg","Колпинский","р-н Колпино г. Трудящихся бул., 8","Kupchino",14870,"1",15000,"11 mes.","","504 seriya",33,18,7.5,7,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Balkon",,,
"2016-11-16","gorod Sankt-Peterburg","Центральный","8-я Советская ул., 54","Vosstaniya pl.",1160,"3",60000,"","","Kirpichnyi",93,43,30,3,"5","Est'","Sbornaya Sovr.","Poperechnaya","Evrostandart","Net",59.934371,30.3805671,2003
"2016-11-13","gorod Sankt-Peterburg","Невский","Русановская ул., 19к2","Lomonosovskaya",4260,"1 (studiya)",16000,"11 mes.","Da","Kirp.Monolit",28,20,,7,"24","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennyi balkon",59.864327,30.513453,
"2017-04-04","gorod Sankt-Peterburg","Фрунзенский","Бухарестская ул., 67к1","Mejdunarodnaya",150,"2",25000,"","","Kirpichnyi",48,25,8,5,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.853127,30.3972019,
"2016-09-01","gorod Sankt-Peterburg","Приморский","Парголовский пер., 8","Udel'naya",1400,"2",70000,"","","Kirp.Monolit",83,40,,3,"4","Est'","","","Proizveden","",60.019599,30.29129,
"2017-03-03","gorod Sankt-Peterburg","Центральный","Воскресенская наб., 6","Chernyshevskaya",860,"2",60000,"11 mes.","","Kirpichnyi",115,61,20,3,"5","Net","","","Evrostandart","",59.950315,30.3702664,
"2016-11-15","gorod Sankt-Peterburg","Красносельский","Маршала Захарова ул., 60","Avtovo",3380,"1",16000,"11 mes.","","Panel'nyi",40,20,10,3,"11","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Balkon",59.84997,30.211511,1989
"2016-08-31","gorod Sankt-Peterburg","Центральный","Пушкинская ул., 15","Vosstaniya pl.",460,"3",115000,"11 mes.","","Staryi fond",100,62,9,5,"5","Est'","","","","Balkon",59.92813,30.3559327,
"2016-11-25","gorod Sankt-Peterburg","Выборгский","Костромской пр., 17","Udel'naya",200,"1",24000,"11 mes.","","Kottedj",47,25,9,1,"3","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","Net",60.01539,30.318204,1946
"2015-12-15","gorod Sankt-Peterburg","Выборгский","Береговая ул. 18к.4","Ozerki",2990,"1",30000,"","","",43,17,12,6,"7","Net","Sbornaya Sovr.","","","",,,
"2016-07-17","gorod Sankt-Peterburg","Приморский","Богатырский пр., 24к1","Komendantskii pr.",970,"2",39000,"11 mes.","","Individual'nyi proekt",55,30,10,13,"14","Net","","","","Balkon",60.001118,30.249878,
"2017-05-01","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 11к2","Vosstaniya pl.",110,"2",70000,"","","Monolit",75,40,16,5,"12","Net","Sbor.+kuh.garn.","","","",59.922666,30.369291,
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Каменноостровский пр., 39","Petrogradskaya",70,"2",50000,"","","Kirpichnyi",80,40,15,3,"6","Est'","Sbor.+kuh.garn.","","Proizveden","",59.967183,30.3109828,
"2017-06-06","gorod Sankt-Peterburg","Невский","Еремеева ул., 7к2","Bol'shevikov pr.",0,"1",18000,"11 mes.","","Kirpichnyi",45,45,10,10,"16","Est'","Minimum","Otdel'naya","Proizveden","Lodjiya",59.918703,30.430981,2011
"2016-03-10","gorod Sankt-Peterburg","Выборгский","Парголово, Валерия Гаврилина ул. 5","Parnas",710,"1",22000,"12 mes.","","Kirp.Monolit",40,17,10,25,"25","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",,,
"2017-01-24","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Менделеева бул., 3","Devyatkino",470,"1   (studiya)",18000,"11 mes.","Da","Kirp.Monolit",28,25,,7,"21","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennyi balkon",,,
"2016-12-31","gorod Sankt-Peterburg","Центральный","Литейный пр.","Mayakovskaya",290,"1",29900,"","","Kirpichnyi",24,20,,1,"6","Net","","","","Net",59.941484,30.3484662,
"2017-02-27","gorod Sankt-Peterburg","Петроградский","Академика Павлова ул.","Petrogradskaya",260,"2",56000,"","","Kirpichnyi",56,45,14,4,"10","Est'","","","","Net",59.977875,30.313016,
"2017-07-17","gorod Sankt-Peterburg","Приморский","Поликарпова ал., 2","Pionerskaya",390,"1",30000,"11 mes.","","Kirpichnyi",52,24,10,7,"17","Est'","Garnit+kuh.nab.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",60.005914,30.294881,2002
"2017-07-08","gorod Sankt-Peterburg","Московский","Московский пр., 218","Moskovskaya",230,"2",50000,"11 mes.","","Kirpichnyi",57,33,9,3,"5","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.847815,30.32354,
"2016-04-21","gorod Sankt-Peterburg","Фрунзенский","Дунайский пр., 55","Kupchino",2980,"1",20000,"1 mes.","","Monol.Panel'nyi",40,17,11,18,"18","Est'","Sbor.+kuh.garn.","Otdel'naya","Ne trebuetsya","Balkon",59.843797,30.420087,
"2016-03-21","gorod Sankt-Peterburg","Приморский","Ланское ш. 29","Chernaya rechka",880,"2",21000,"11 mes.","","Kirpichnyi",55,32,6,2,"5","Net","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","Net",,,
"2016-01-15","gorod Sankt-Peterburg","Приморский","Моховая ул. 21","Chernyshevskaya",21860,"3",65000,"","","",114,,,4,"5","Net","Sbornaya Sovr.","","","",,,
"2017-06-04","gorod Sankt-Peterburg","Петроградский","Карповки реки наб., 19","Petrogradskaya",70,"2",50000,"11 mes.","","Kirpichnyi",60,38,12,3,"6","Est'","Sbor.+kuh.garn.","","","",59.969895,30.3110233,
"2017-04-02","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Менделеева бул., 7к2","Devyatkino",40,"1",16000,"11 mes.","","Monolit",41,18,13,14,"25","Est'","","Sovmeshchennaya","Proizveden","Lodjiya",,,
"2016-09-16","gorod Sankt-Peterburg","Петродворцовый","р-н Ломоносов г. Красного Флота ул., 23к1","Veteranov pr.",27300,"1",19000,"","Da","Kirp.Monolit",50,20,13,5,"9","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",,,
"2016-11-01","gorod Sankt-Peterburg","Центральный","Малая Конюшенная ул., 14","Nevskii pr.",320,"5",180000,"","","Kirpichnyi",202,112,46,6,"6","Net","","","Proizveden","",59.936285,30.3255365,
"2013-06-21","gorod Sankt-Peterburg","Василеостровский","Детская ул., 18","Vasileostrovskaya",120,"2",60000,"","","Kirp.Monolit",75,42,14,3,"9","Est'","","","","Balkon",59.930418,30.248994,
"2017-02-20","gorod Sankt-Peterburg","Приморский","Яхтенная ул., 30к4","Staraya Derevnya",2540,"2",25000,"11 mes.","","Individual'nyi proekt",51,27,10,10,"25","Est'","Tol'ko kuhnya","Otdel'naya","Evrostandart","Balkon",60.002674,30.218176,2016
"2016-03-29","gorod Sankt-Peterburg","Выборгский","Левашово, Садовая ул. 83","Sadovaya",20460,"3",45000,"","","",80,64,1,4,"5","Net","Sbornaya Sovr.","","","",,,
"2017-03-15","gorod Sankt-Peterburg","Красносельский","Ленинский пр., 93","Leninskii pr.",3410,"1",16000,"11 mes.","Da","137 seriya",32,15,7,12,"16","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Lodjiya",59.854233,30.208789,
"2016-10-18","gorod Sankt-Peterburg","Фрунзенский","Будапештская ул., 15к3","Mejdunarodnaya",730,"1",21000,"11 mes.","Da","Kirpichnyi",38,17,7.4,2,"5","Net","Sbornaya Sovr.","","Proizveden","Balkon",59.866186,30.3690226,
"2017-07-23","gorod Sankt-Peterburg","Приморский","Парашютная ул., 56к1","Komendantskii pr.",220,"2",27000,"11 mes.","","Kirp.Monolit",69,34,10,17,"19","Est'","Sbor.+kuh.garn.","","","",60.036519,30.244209,
"2017-03-29","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Оборонная ул., 2к3","Devyatkino",1240,"1",20000,"11 mes.","","Kirp.Monolit",39,18,12,9,"17","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",,,
"2015-04-07","gorod Sankt-Peterburg","Центральный","Разъезжая ул., 4","Vladimirskaya",90,"3",75000,"","","Kirpichnyi",176,95,23,3,"4","Net","","","","Net",59.925922,30.344156,
"2016-04-12","gorod Sankt-Peterburg","Московский","Космонавтов пр., 30к3","Park Pobedy",1980,"1",20000,"11 mes.","","Monol.Panel'nyi",32,17,6,3,"5","Net","","","","Balkon",59.857921,30.3529513,
"2017-01-29","gorod Sankt-Peterburg","Василеостровский","Морская наб.","Primorskaya",430,"2",35000,"","","Kirpichnyi",66,28,10,2,"12","Est'","","","","",59.949813,30.2088092,
"2017-05-01","gorod Sankt-Peterburg","Адмиралтейский","Гривцова пер., 3","Sennaya pl.",550,"3",40000,"11 mes.","","Staryi fond",64,39,10,4,"5","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.930349,30.3129046,
"2017-04-04","gorod Sankt-Peterburg","Московский","Заставская ул., 46","Moskovskie vorota",450,"1",50000,"","","Kirp.Monolit",43,20,14,5,"19","Est'","Sbor.+kuh.garn.","","Proizveden","Balkon i lodjiya",59.888379,30.313766,
"2016-03-02","gorod Sankt-Peterburg","Петроградский","Большой пр. 2","Sportivnaya",120,"3",80000,"","","",100,35,35,2,"4","Net","Sbornaya Sovr.","","","",,,
"2016-10-31","Leningradskaya oblast'","Всеволожский","р-н Новое Девяткино дер. Флотская ул., 9","Devyatkino",1880,"1",18000,"12 mes.","Da","Monolit",35,17,9,4,"17","Est'","Garnitur Sovr.","","Evrostandart","Zasteklennaya lodjiya",,,2015
"2016-03-02","gorod Sankt-Peterburg","Невский","Обуховской Обороны пр. 138к.2","Rybackoe",1900,"3",31000,"","","",70,52,10,8,"30","Net","Net","","","",,,
"2016-02-24","gorod Sankt-Peterburg","Выборгский","Асафьева ул. 12","Prosveshcheniya pr.",380,"3",28000,"31 mes.","","Panel'nyi",60,40,7,3,"9","Net","","","","",,,
"2017-03-21","gorod Sankt-Peterburg","Приморский","Шуваловский пр., 37","Komendantskii pr.",2750,"1",20000,"11 mes.","Da","Kirp.Monolit",42,20,12,6,"11","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","",60.032457,30.246482,
